,Origin_airport,Destination_airport,Total_passengers,Total_departures,KMeansCluster
9342,DCA,FAY,183,3,0
9618,DFW,CPR,183,2,0
2763,AZO,PVD,183,3,0
23561,MKE,FOE,183,32,0
34345,TCL,SHV,183,5,0
14423,GRK,CID,183,3,0
30676,SAN,PNS,183,1,0
22062,MDW,ALO,183,1,0
25395,OAJ,AGS,183,9,0
7184,CLL,ROA,183,1,0
34826,TPA,CMI,183,1,0
4651,BOS,ROA,183,5,0
28720,PVD,SFO,183,2,0
23628,MKE,MHT,183,3,0
7764,CMI,MEM,183,4,0
29741,RIC,ROC,183,18,0
27017,PDX,FWA,183,43,0
32150,SGF,GFK,183,28,0
6772,CID,PUB,183,2,0
29577,RFD,SHV,183,8,0
24632,MSP,PIB,183,2,0
31053,SAV,STL,182,3,0
23144,MIA,CAK,182,4,0
5001,BTR,CHA,182,5,0
13775,GFK,SGF,182,3,0
7114,CLL,BTR,182,6,0
20005,LGA,CSG,182,1,0
13930,GJT,SLN,182,2,0
3905,BIS,BIS,182,1,0
30016,RNO,RDU,182,2,0
14490,GRK,SLC,182,2,0
22690,MGM,ANC,182,1,0
16330,IAD,LUK,182,6,0
19073,LAX,BFF,182,1,0
117,ABE,TPA,182,2,0
19856,LEX,YIP,182,71,0
33136,SMF,ELP,182,7,0
26500,ORD,PDT,182,1,0
23274,MIA,NEW,182,5,0
22399,MEM,ELD,182,146,0
18279,JFK,PIH,182,1,0
20085,LGA,MOB,182,2,0
30924,SAT,TLH,182,2,0
2401,AUS,TLH,182,4,0
8106,CPR,BIS,181,2,0
11934,EYW,MCN,181,3,0
3173,BFI,MTJ,181,3,0
15679,HON,OMA,181,62,0
1100,AGS,MCN,181,10,0
34231,SYR,SFO,181,3,0
12032,FAR,DSM,181,141,0
33851,SUS,ATL,181,7,0
34402,TCM,NZY,181,6,0
24972,MUO,EIL,181,1,0
32557,SJC,FOE,181,1,0
3147,BFI,LAW,181,2,0
6270,CHA,BWI,181,2,0
8146,CPR,PDX,181,8,0
35731,TYS,LAF,181,4,0
22779,MGM,SEA,181,1,0
9124,DAY,GEG,181,4,0
5051,BTR,LAX,181,1,0
34505,TLH,HOU,181,4,0
15790,HOU,ILE,181,9,0
2132,ATW,DAY,181,8,0
27960,PIH,GLH,181,1,0
31556,SEA,CSG,181,1,0
14019,GNV,CVG,181,9,0
12270,FAY,PIT,181,4,0
1584,ANC,DAY,181,141,0
30262,ROC,LEX,181,5,0
27361,PHL,GNV,180,4,0
24331,MSO,CID,180,2,0
14739,GSO,EFD,180,4,0
28925,RAP,BFF,180,4,0
17785,JAN,AVL,180,5,0
27596,PHX,GGG,180,3,0
34202,SYR,OKC,180,5,0
3131,BFI,GSO,180,1,0
10454,DTW,ALO,180,1,0
19332,LBB,EWR,180,2,0
26050,OMA,ANC,180,1,0
11511,EUG,SHV,180,1,0
28455,POB,YKM,180,3,0
1567,ANC,BGR,180,1,0
17806,JAN,COS,180,6,0
8941,DAL,LCH,180,2,0
6434,CHO,LAX,180,2,0
28957,RAP,ELP,180,2,0
7792,CMI,SBN,180,8,0
9082,DAY,CHS,180,2,0
34470,TLH,BPT,180,5,0
4832,BRO,EKO,180,3,0
5092,BTR,RIC,179,2,0
12006,FAR,ANC,179,5,0
2101,ATL,YUM,179,2,0
22737,MGM,IAD,179,3,0
27636,PHX,LCH,179,2,0
20805,LSE,CID,179,7,0
34399,TCM,MIA,179,7,0
14688,GSO,ABI,179,4,0
24241,MSN,LWS,179,1,0
26070,OMA,BTR,179,5,0
29021,RAP,STJ,179,2,0
16036,HSV,SEA,179,166,0
21054,LWS,MSN,179,1,0
14386,GRI,MKE,179,3,0
11468,EUG,GGG,179,3,0
34922,TPA,PDX,179,3,0
16735,ICT,ELP,179,381,0
31639,SEA,MGM,179,1,0
22301,MEI,RDU,179,2,0
3924,BIS,GJT,179,5,0
9198,DAY,PIA,179,594,0
18159,JFK,DAL,179,5,0
24055,MOT,LFT,179,10,0
36015,XNA,ABE,179,6,0
4014,BKL,IAD,179,5,0
12277,FAY,SAV,179,5,0
27110,PDX,SAV,179,1,0
13430,FYV,GNV,178,3,0
25731,OGG,TUS,178,1,0
28848,PWM,DAY,178,7,0
9065,DAY,BKL,178,2,0
33721,STL,MKC,178,3,0
8419,CSG,PFN,178,3,0
3950,BIS,RST,178,3,0
31584,SEA,FWA,178,971,0
2153,ATW,IND,178,253,0
15505,HLN,GJT,178,3,0
15782,HOU,GTR,178,2,0
12877,FOE,MIA,178,1,0
82,ABE,MHT,178,777,0
23995,MOB,SLC,178,1,0
3544,BHM,AFW,178,2,0
13827,GGG,MWH,178,2,0
21124,MAF,COS,178,4,0
3300,BFM,IND,178,2,0
2610,AVP,TYS,178,5,0
9048,DAY,ALO,178,3,0
4482,BOS,AVL,178,2,0
3225,BFL,AVL,178,2,0
19797,LEX,MKE,178,7,0
34457,TLH,AND,177,7,0
21951,MDT,DHN,177,3,0
19843,LEX,SYR,177,5,0
7159,CLL,LEX,177,1,0
28506,PUB,LAX,177,17,0
23339,MIA,SPI,177,2,0
1665,ANC,RDM,177,2,0
11092,ELM,SYR,177,1410,0
4719,BPT,LAS,177,2,0
19259,LAX,SAV,177,1,0
17951,JAX,CKB,177,3,0
30561,SAN,BTR,177,1,0
28222,PIT,TLH,177,5,0
7510,CMH,BKL,177,3,0
29188,RDM,SLE,177,11,0
17765,JAC,SPS,177,1,0
33157,SMF,JAN,177,1,0
29218,RDU,BMG,177,3,0
34813,TPA,BWG,177,2,0
34387,TCM,IDA,177,3,0
20765,LRD,TYR,177,6,0
29786,RIV,FOE,177,2,0
7309,CLT,FAR,177,3,0
19698,LEX,BDL,177,6,0
19016,LAW,HLN,177,1,0
35673,TYS,CLL,177,5,0
23548,MKE,EAU,177,4,0
31945,SFO,DHN,176,2,0
1533,AMA,YKM,176,2,0
11919,EWR,YIP,176,99,0
11581,EVV,ICT,176,3,0
21669,MCO,AFW,176,41,0
33544,STJ,RAP,176,2,0
29317,RDU,LNK,176,5,0
28528,PUB,ORD,176,2,0
32799,SLC,CSG,176,1,0
13599,GEG,DTW,176,1,0
16723,ICT,DAY,176,821,0
24,ABE,CAE,176,5,0
1194,ALB,AVL,176,4,0
22275,MEI,BTR,176,6,0
7513,CMH,BMG,176,6,0
24216,MSN,GSP,176,2,0
19779,LEX,LFT,176,5,0
2149,ATW,HSV,176,4,0
23580,MKE,GTF,175,2,0
33075,SLN,SAN,175,2,0
3873,BIL,PIH,175,6,0
29430,RFD,BHM,175,2,0
15078,GTF,GJT,175,5,0
19749,LEX,FSM,175,4,0
3338,BGM,BUF,175,27,0
3604,BHM,FTW,175,2,0
30913,SAT,SNA,175,1,0
27221,PGV,DAL,175,3,0
13160,FTW,BHM,175,2,0
15403,HIK,NZJ,175,1,0
9205,DAY,RFD,175,18,0
1193,ALB,AUS,175,3,0
30867,SAT,MWA,175,2,0
5894,CAE,DAY,175,13,0
18401,JNU,MSP,175,1,0
29535,RFD,MUO,175,2,0
31541,SEA,CAK,175,2,0
8527,CVG,EFD,175,4,0
10502,DTW,CPR,175,2,0
24531,MSP,GNV,175,2,0
11478,EUG,IND,175,1,0
720,ADQ,JFK,175,1,0
27041,PDX,JAX,175,1,0
20220,LIT,DET,174,15,0
23417,MKC,BFI,174,3,0
2438,AVL,CLE,174,5,0
29492,RFD,HLN,174,1,0
5982,CAE,OKC,174,4,0
14249,GRB,CAK,174,3,0
22111,MDW,CWA,174,2,0
17063,ILM,FLO,174,13,0
15584,HNL,EDF,174,1,0
6188,CDC,ORD,174,1,0
8078,COU,RNO,174,1,0
13870,GJT,DTW,174,1,0
26045,OMA,AFW,174,3,0
27430,PHL,NZC,174,1,0
30568,SAN,CHS,174,33,0
1640,ANC,MGM,174,1,0
18840,LAS,GGG,174,1,0
17798,JAN,CAK,174,1,0
4867,BRO,MSP,174,2,0
32128,SGF,CYS,174,3,0
13317,FWA,LAW,174,4,0
4757,BQK,SAV,174,3,0
35309,TUS,CYS,174,4,0
30811,SAT,GEG,174,3,0
15882,HOU,TYS,174,2,0
1077,AGS,DFW,174,2,0
24764,MSY,DLH,174,3,0
18750,LAS,ACT,174,4,0
20723,LRD,OKC,174,20,0
4692,BPT,ABI,174,5,0
9202,DAY,PVD,174,13,0
28107,PIT,GTF,174,2,0
5384,BUF,PUB,173,1,0
15738,HOU,CID,173,2,0
32462,SHV,RIC,173,2,0
19482,LBL,ICT,173,3,0
20247,LIT,GGG,173,4,0
10321,DSM,FNT,173,9,0
19318,LBB,CMH,173,4,0
35334,TUS,FTW,173,2,0
19952,LFT,TYS,173,2,0
11703,EWR,BFI,173,7,0
30783,SAT,DAY,173,5,0
24917,MTJ,BFI,173,3,0
13142,FSM,SLC,173,2,0
9112,DAY,FAR,173,12,0
2709,AZO,CAK,173,6,0
4928,BTL,MCO,173,6,0
3928,BIS,IND,173,1,0
30973,SAV,DAY,173,3,0
28639,PVD,DLH,173,2,0
19861,LFT,ABI,173,8,0
27136,PDX,TPA,173,5,0
21095,LYH,GSP,173,7,0
20018,LGA,ELM,173,11,0
22757,MGM,MEI,173,7,0
7182,CLL,PIT,173,3,0
7814,CMI,XNA,173,4,0
8829,CYS,MSP,173,4,0
25158,MYR,LEX,173,5,0
150,ABI,JAN,173,1,0
1242,ALB,HOU,173,1,0
3342,BGM,CLE,173,4,0
33270,SNA,CSG,173,1,0
15350,HIF,BGR,173,6,0
25634,OCF,GPT,173,2,0
14190,GPT,OCF,173,2,0
5774,BZN,CYS,173,2,0
9582,DFW,AZO,173,3,0
10392,DSM,PDX,173,411,0
14438,GRK,FSD,173,2,0
33944,SUX,ATL,173,1,0
